,listed_price,value,value_description,make_and_model,year,mileage,trim_level,color,location,additional_description,discount,car_URL,thumbnail_URL,make_first,make_second,state,Accident,Past Owners,Usage,is_Excellent_Price,is_Great_Price,is_Fleet_Use,is_Personal_Use
4759,2695,Excellent Price,$520 off avg. list price,Ford Focus,2000,143688,SE Sedan,"White exterior, Gray interior","Colorado Springs, CO","No accidents, 5 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FAFP34P3YW223209/2000-ford-focus/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Focus, CO,0,5, Personal use,1,0,0,1
4760,11990,Excellent Price,"$1,477 off avg. list price",Hyundai Tucson,2016,101608,Limited AWD,"Gray exterior, Black interior","Sterling, VA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KM8J3CA22GU112343/2016-hyundai-tucson/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Tucson, VA,0,1, Personal use,1,0,0,1
4761,4998,Excellent Price,$976 off avg. list price,Toyota RAV4,2006,136594,Limited V6 FWD,"White exterior, Beige interior","Fort Lauderdale, FL","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTMZK31V365005265/2006-toyota-rav4/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,RAV4, FL,0,2, Personal use,1,0,0,1
4762,4750,Excellent Price,"$1,086 off avg. list price",Toyota Highlander,2005,166943,with 3rd Row V6 4WD,"Unknown exterior, Unknown interior","Annapolis, MD","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTEEP21AX50090992/2005-toyota-highlander/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Highlander, MD,1,1, Personal use,1,0,0,1
4763,6950,Excellent Price,$752 off avg. list price,Toyota Corolla,2013,147878,L Manual,"White exterior, Unknown interior","Riverdale, UT","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2T1BU4EE2DC020772/2013-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, UT,0,1, Personal use,1,0,0,1
4764,20844,Excellent Price,,GMC Terrain,2020,36278,SLT AWD,"White exterior, Black interior","Houston, TX","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3GKALVEV8LL106690/2020-gmc-terrain/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",GMC,Terrain, TX,0,2, Personal use,1,0,0,1
4765,9643,Excellent Price,$679 off avg. list price,Honda Civic,2014,87775,LX Sedan CVT,"Blue exterior, Gray interior","Mechanicsville, VA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2HGFB2F55EH529564/2014-honda-civic/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Civic, VA,0,1, Personal use,1,0,0,1
4766,13999,Great Price,$478 off avg. list price,Toyota Corolla,2020,21231,LE CVT,"White exterior, Black interior","Newport Beach, CA","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JTDEPRAE2LJ028056/2020-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, CA,0,1, Personal use,0,1,0,1
4767,10990,Excellent Price,"$2,467 off avg. list price",Ford F-150,2013,257866,XLT SuperCrew 5.5' Box 4WD,"Unknown exterior, Unknown interior","Colorado Springs, CO","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FTFW1ET9DKD46477/2013-ford-f-150/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,F-150, CO,0,2, Personal use,1,0,0,1
4768,3192,Excellent Price,$689 off avg. list price,Chevrolet HHR,2008,112251,LS,"Unknown exterior, Unknown interior","Oklahoma City, OK","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3GNDA13D18S614652/2008-chevrolet-hhr/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,HHR, OK,1,1, Personal use,1,0,0,1
4769,7331,Excellent Price,$836 off avg. list price,Toyota Prius,2013,148012,Two,"Silver exterior, Gray interior","Monroe, WA","No accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/JTDKN3DU3D5576697/2013-toyota-prius/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Prius, WA,0,3, Fleet use,1,0,1,0
4770,10975,Excellent Price,$891 off avg. list price,Hyundai Elantra,2018,50302,SE 2.0L Sedan Automatic (alt),"Black exterior, Gray interior","Murfreesboro, TN","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KMHD74LF9JU452541/2018-hyundai-elantra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Elantra, TN,0,2, Personal use,1,0,0,1
4771,3995,Excellent Price,$778 off avg. list price,Kia Sedona,2009,152267,EX LWB,"White exterior, Unknown interior","Ridgewood, NY","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/KNDMB233X96296488/2009-kia-sedona/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kia,Sedona, NY,0,1, Personal use,1,0,0,1
4772,9399,Excellent Price,,GMC Acadia,2013,114900,SLE with SLE-1 FWD,"White exterior, Black interior","Selma, TX","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1GKKRNED5DJ159639/2013-gmc-acadia/,https://listings-prod.tcimg.net/listings/183701/39/96/1GKKRNED5DJ159639/NW573K6Z74BHZX6IYOKJE4L4HU-318.jpg,GMC,Acadia, TX,0,3, Personal use,1,0,0,1
4773,18997,Excellent Price,"$1,835 off avg. list price",Subaru Crosstrek,2018,87829,2.0i Limited CVT,"Gray exterior, Gray interior","Olathe, KS","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JF2GTAMC5JH204183/2018-subaru-crosstrek/,https://listings-prod.tcimg.net/listings/216260/83/41/JF2GTAMC5JH204183/37UNN6HG4GU2RQKBHYWZNS4IMQ-318.jpg,Subaru,Crosstrek, KS,1,1, Personal use,1,0,0,1
4774,18195,Excellent Price,,Honda Civic,2018,86691,Si Coupe Manual,"Red exterior, Black interior","El Paso, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2HGFC3A58JH756168/2018-honda-civic/,https://listings-prod.tcimg.net/listings/126011/68/61/2HGFC3A58JH756168/SN2Z33MUWOM7UKSKOYIK45GQCA-318.jpg,Honda,Civic, TX,0,1, Personal use,1,0,0,1
4775,23991,Excellent Price,,Toyota Camry,2020,5105,XSE FWD Automatic,"Black exterior, Black interior","Angleton, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4T1K61AK2LU944632/2020-toyota-camry/,https://listings-prod.tcimg.net/listings/7958/32/46/4T1K61AK2LU944632/LQWVYCTPNDMFKQREXU3UOXGR4U-318.jpg,Toyota,Camry, TX,0,1, Personal use,1,0,0,1
4776,5990,Excellent Price,$706 off avg. list price,Toyota Corolla,2008,91346,LE Automatic,"Silver exterior, Gray interior","Everett, WA","No accidents, 4 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1NXBR30E48Z004743/2008-toyota-corolla/,https://listings-prod.tcimg.net/listings/48086/43/47/1NXBR30E48Z004743/D7HTV6I3WCB455JNOARBQFSX2Q-318.jpg,Toyota,Corolla, WA,0,4, Personal use,1,0,0,1
4777,2981,Excellent Price,$358 off avg. list price,Honda Civic,2002,153289,LX Sedan Automatic,"Gold exterior, Beige interior","Fredericksburg, VA","1 accident, 4 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1HGES16542L073903/2002-honda-civic/,https://listings-prod.tcimg.net/listings/143751/03/39/1HGES16542L073903/G6OWEHBOK2D7LTGMTT5TNDCT4A-318.jpg,Honda,Civic, VA,1,4, Personal use,1,0,0,1
4778,15477,Excellent Price,"$1,497 off avg. list price",Toyota Camry,2019,50964,LE Automatic,"Silver exterior, Black interior","Kennesaw, GA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4T1B11HK2KU239848/2019-toyota-camry/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Camry, GA,0,1, Personal use,1,0,0,1
4779,11492,Excellent Price,"$1,295 off avg. list price",Honda Accord,2010,39227,EX-L Coupe I4 Automatic,"Silver exterior, Gray interior","Auburn, MA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1HGCS1B83AA003861/2010-honda-accord/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Accord, MA,0,1, Personal use,1,0,0,1
4780,21884,Excellent Price,"$2,525 off avg. list price",Ford Flex,2019,39605,Limited AWD,"Black exterior, Black interior","Bennettsville, SC","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/2FMHK6D80KBA04109/2019-ford-flex/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Flex, SC,0,1, Personal use,1,0,0,1
4781,6400,Excellent Price,$954 off avg. list price,Mazda Mazda6,2005,79178,s Sport Wagon Automatic,"White exterior, Unknown interior","Martinez, CA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1YVHP82D055M42472/2005-mazda-mazda6/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mazda,Mazda6, CA,0,2, Personal use,1,0,0,1
4782,11590,Excellent Price,"$1,095 off avg. list price",Acura TL,2011,68693,FWD,"Silver exterior, Black interior","Westmont, IL","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/19UUA8F21BA008788/2011-acura-tl/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Acura,TL, IL,0,2, Personal use,1,0,0,1
4783,13927,Excellent Price,"$1,004 off avg. list price",Toyota Corolla,2019,16940,LE CVT,"Black exterior, Gray interior","Columbus, GA","No accidents, 1 Owner, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/2T1BURHE2KC214143/2019-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, GA,0,1, Personal use,1,0,0,1
4784,9500,Excellent Price,$980 off avg. list price,Jeep Patriot,2016,60387,Sport FWD,"White exterior, Gray interior","Burlington, NJ","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1C4NJPBA8GD537882/2016-jeep-patriot/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Jeep,Patriot, NJ,0,1, Personal use,1,0,0,1
4785,11999,Excellent Price,"$1,304 off avg. list price",Ford Fusion,2017,29502,SE FWD,"Red exterior, Black interior","Miami, FL","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0H7XHR348140/2017-ford-fusion/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,Fusion, FL,0,1, Fleet use,1,0,1,0
4786,6703,Excellent Price,,Chevrolet Cruze,2012,93713,LTZ,"Red exterior, Brown interior","Grapevine, TX","1 accident, 4 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1G1PH5SC9C7139107/2012-chevrolet-cruze/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Cruze, TX,1,4, Personal use,1,0,0,1
4787,4500,Excellent Price,$483 off avg. list price,Nissan Versa,2013,123000,SV CVT,"Silver exterior, Black interior","Santa Monica, CA","No accidents, 4 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/3N1CN7AP9DL879819/2013-nissan-versa/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Versa, CA,0,4, Fleet use,1,0,1,0
4788,9900,Excellent Price,$749 off avg. list price,Nissan Sentra,2017,72643,SV CVT,"White exterior, Black interior","Philladelphia, PA","No accidents, 2 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8HY298417/2017-nissan-sentra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Sentra, PA,0,2, Fleet use,1,0,1,0
4789,10941,Excellent Price,"$2,045 off avg. list price",Cadillac CTS,2011,100515,Performance Coupe 3.6 AWD Automatic,"Gray exterior, Gray interior","Delran, NJ","1 accident, 3 Owners, Fleet use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/1G6DL1ED3B0133836/2011-cadillac-cts/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cadillac,CTS, NJ,1,3, Fleet use,1,0,1,0
4790,10184,Excellent Price,,Acura MDX,2011,120774,AWD,"Black exterior, Black interior","Plano, TX","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2HNYD2H24BH529159/2011-acura-mdx/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Acura,MDX, TX,0,3, Personal use,1,0,0,1
4791,14100,Excellent Price,"$1,235 off avg. list price",Kia Optima,2019,36050,LX,"Silver exterior, Black interior","Sacramento, CA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5XXGT4L39KG276150/2019-kia-optima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Kia,Optima, CA,0,1, Personal use,1,0,0,1
4792,8850,Excellent Price,"$1,070 off avg. list price",Volvo XC60,2010,120155,3.0T AWD,"Silver exterior, Unknown interior","Albuquerque, NM","No accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/YV4992DZ4A2029022/2010-volvo-xc60/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Volvo,XC60, NM,0,3, Fleet use,1,0,1,0
4793,12399,Excellent Price,"$2,197 off avg. list price",Chevrolet Equinox,2017,90795,LT with 1LT AWD,"Black exterior, Black interior","San Jose, CA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2GNFLFEK5H6311464/2017-chevrolet-equinox/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Equinox, CA,0,2, Personal use,1,0,0,1
4794,10500,Excellent Price,"$1,294 off avg. list price",Lexus IS,2011,113366,IS 250 Sedan AWD Automatic,"Silver exterior, Black interior","Levittown, PA","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTHCF5C22B5049291/2011-lexus-is/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lexus,IS, PA,1,1, Personal use,1,0,0,1
4795,4899,Excellent Price,$481 off avg. list price,Scion xB,2008,94161,Base Automatic,"Black exterior, Black interior","Teterboro, NJ","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JTLKE50E081026174/2008-scion-xb/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Scion,xB, NJ,0,1, Personal use,1,0,0,1
4796,10275,Excellent Price,"$1,199 off avg. list price",Ford Fusion,2016,90753,SE AWD,"Gray exterior, Black interior","Virginia Beach, VA","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/3FA6P0T95GR291868/2016-ford-fusion/,https://listings-prod.tcimg.net/listings/42884/68/18/3FA6P0T95GR291868/SAPNNCAYBPM6P6MWK3POFTTWUM-318.jpg,Ford,Fusion, VA,0,1, Fleet use,1,0,1,0
4797,17500,Excellent Price,"$1,629 off avg. list price",Dodge Journey,2019,25685,GT FWD,"Silver exterior, Red interior","Davie, FL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/3C4PDCEG5KT680543/2019-dodge-journey/,https://listings-prod.tcimg.net/listings/2961/43/05/3C4PDCEG5KT680543/7FIUZXTPJ5G4Z2NRHPUWN7LBP4-318.jpg,Dodge,Journey, FL,0,1, Personal use,1,0,0,1
4798,3995,Excellent Price,$780 off avg. list price,Ford Escape,2009,138021,XLT 3.0L V6 Automatic 4WD,"Silver exterior, Unknown interior","Bountiful, UT","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FMCU93G89KA27085/2009-ford-escape/,https://listings-prod.tcimg.net/listings/27858/85/70/1FMCU93G89KA27085/2HJTK7SGEIFYKI5WJGA34J2HLY-318.jpg,Ford,Escape, UT,1,2, Personal use,1,0,0,1
4799,6997,Excellent Price,$923 off avg. list price,Honda CR-V,2008,108850,EX 4WD,"Unknown exterior, Unknown interior","Des Plaines, IL","No accidents, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/JHLRE48588C033003/2008-honda-cr-v/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,CR-V, IL,0,3, Personal use,1,0,0,1
4800,5995,Excellent Price,$824 off avg. list price,Saab 9-5,2006,132564,4dr Wagon 2.3T Sport,"Black exterior, Black interior","Seattle, WA","No accidents, 3 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/YS3EH59G763520921/2006-saab-9-5/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Saab,9-5, WA,0,3, Fleet use,1,0,1,0
4801,7999,Excellent Price,"$1,127 off avg. list price",Toyota Sienna,2011,191831,LE Auto Access Seat 7-Passenger FWD,"Silver exterior, Beige interior","Lemon Grove, CA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5TDKK3DC9BS125636/2011-toyota-sienna/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Sienna, CA,0,1, Personal use,1,0,0,1
4802,34152,Excellent Price,,Chevrolet Tahoe,2016,57844,LT 4WD,"Black exterior, Black interior","Dallas, TX","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1GNSKBKC4GR255432/2016-chevrolet-tahoe/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Tahoe, TX,1,1, Personal use,1,0,0,1
4803,14976,Excellent Price,"$1,797 off avg. list price",Ford F-150,2014,82931,XL Regular Cab 8.0' Box RWD,"Red exterior, Gray interior","Georgetown, KY","1 accident, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1FTMF1CM0EKD54441/2014-ford-f-150/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ford,F-150, KY,1,1, Personal use,1,0,0,1
4804,16998,Great Price,$668 off avg. list price,Toyota Corolla,2020,16075,LE CVT,"Silver exterior, Black interior","Birmingham, AL","No accidents, 1 Owner, Personal use",Discount Available,https://www.truecar.com/used-cars-for-sale/listing/JTDEPRAE1LJ017078/2020-toyota-corolla/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Corolla, AL,0,1, Personal use,0,1,0,1
4805,20446,Excellent Price,"$1,671 off avg. list price",Nissan Frontier,2019,25325,SV Crew Cab 2WD Automatic,"Black exterior, Gray interior","Sanford, FL","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1N6AD0ER6KN740056/2019-nissan-frontier/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Frontier, FL,0,1, Personal use,1,0,0,1
4806,5995,Excellent Price,$901 off avg. list price,Toyota Sequoia,2003,177110,Limited RWD,"Gray exterior, Brown interior","Gladstone, MO","No accidents, 6 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/5TDZT38A33S170058/2003-toyota-sequoia/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Sequoia, MO,0,6, Personal use,1,0,0,1
4807,5998,Excellent Price,,Volkswagen Routan,2011,103746,SE,"White exterior, Gray interior","McKinney, TX","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2V4RW3DG1BR625696/2011-volkswagen-routan/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Volkswagen,Routan, TX,0,2, Personal use,1,0,0,1
4808,7995,Excellent Price,"$1,144 off avg. list price",Nissan Rogue,2009,82900,SL AWD,"Red exterior, Unknown interior","Portland, OR","No accidents, 2 Owners, Personal use",Upfront Price Available,https://www.truecar.com/used-cars-for-sale/listing/JN8AS58V39W161646/2009-nissan-rogue/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Rogue, OR,0,2, Personal use,1,0,0,1
4809,2850,Excellent Price,,Honda Accord,2004,207300,LX Sedan Automatic,"Gray exterior, Unknown interior","Fort Worth, TX","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/3HGCM563X4G711093/2004-honda-accord/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Accord, TX,0,2, Personal use,1,0,0,1
4810,7995,Excellent Price,,Chevrolet Cruze,2013,75484,LTZ Automatic,"White exterior, Brown interior","Pasadena, TX","No accidents, 5 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1G1PG5SB2D7146492/2013-chevrolet-cruze/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Cruze, TX,0,5, Personal use,1,0,0,1
4811,3000,Excellent Price,$625 off avg. list price,Chevrolet Impala,2007,147333,LS,"Maroon exterior, Beige interior","Council Bluffs, IA","1 accident, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/2G1WB58K079207844/2007-chevrolet-impala/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Chevrolet,Impala, IA,1,2, Personal use,1,0,0,1
4812,11915,Excellent Price,,Mercedes-Benz E-Class,2011,96896,E 350 Luxury Sedan RWD,"Tan exterior, Beige interior","Spring, TX","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/WDDHF5GB9BA372302/2011-mercedes-benz-e-class/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mercedes-Benz,E-Class, TX,0,1, Personal use,1,0,0,1
4813,5997,Excellent Price,$758 off avg. list price,Nissan Altima,2012,105538,2.5 S Sedan CVT,"Gray exterior, Black interior","Greeley, CO","No accidents, 4 Owners, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL2AP2CN548954/2012-nissan-altima/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Nissan,Altima, CO,0,4, Fleet use,1,0,1,0
4814,17000,Excellent Price,"$2,124 off avg. list price",Mercedes-Benz C-Class,2014,56341,C 350 4MATIC Coupe,"White exterior, Black interior","Midlothian, VA","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/WDDGJ8JB7EG247823/2014-mercedes-benz-c-class/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mercedes-Benz,C-Class, VA,0,2, Personal use,1,0,0,1
4815,13995,Excellent Price,"$2,442 off avg. list price",Toyota Tacoma,2016,93409,SR Access Cab 6.1' Bed I4 RWD Automatic,"White exterior, Gray interior","Acworth, GA","1 accident, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/5TFRX5GN1GX065586/2016-toyota-tacoma/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Toyota,Tacoma, GA,1,1, Fleet use,1,0,1,0
4816,23950,Excellent Price,"$3,738 off avg. list price",Dodge Charger,2020,7723,SXT RWD,"Silver exterior, Black interior","Santa Ana, CA","No accidents, 1 Owner, Fleet use",,https://www.truecar.com/used-cars-for-sale/listing/2C3CDXBG8LH140225/2020-dodge-charger/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dodge,Charger, CA,0,1, Fleet use,1,0,1,0
4817,6995,Excellent Price,"$1,110 off avg. list price",Subaru Outback,2013,130700,2.5i Limited Auto,"Gray exterior, Black interior","Naugatuck, CT","No accidents, 2 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/4S4BRBKC1D3220989/2013-subaru-outback/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Subaru,Outback, CT,0,2, Personal use,1,0,0,1
4818,13987,Excellent Price,$880 off avg. list price,Hyundai Elantra,2018,22400,Value Edition 2.0L Sedan Automatic,"White exterior, Beige interior","Selma, CA","No accidents, 1 Owner, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/5NPD84LF1JH372856/2018-hyundai-elantra/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Hyundai,Elantra, CA,0,1, Personal use,1,0,0,1
4819,2495,Excellent Price,,Honda Accord,2001,193187,EX V6 with Leather Sedan Automatic,"Black exterior, Gray interior","Pasadena, TX","1 accident, 3 Owners, Personal use",,https://www.truecar.com/used-cars-for-sale/listing/1HGCG165X1A075352/2001-honda-accord/,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Honda,Accord, TX,1,3, Personal use,1,0,0,1
